Open,High,Low,Close,Adj Close,Volume
95.0999984741211,98.08000183105469,95.0199966430664,97.55000305175781,97.55000305175781,24346247
97.55000305175781,97.80999755859375,96.22000122070312,97.3499984741211,97.3499984741211,8686514
97.3499984741211,97.41500091552734,96.70999908447266,97.0199966430664,97.0199966430664,4621024
97.01010131835938,97.1050033569336,96.48999786376953,96.73500061035156,96.73500061035156,3534051
96.73999786376953,97.56999969482422,96.70500183105469,97.41999816894531,97.41999816894531,3873251
97.41000366210938,98.30000305175781,97.41000366210938,97.81999969482422,97.81999969482422,5571529
97.81999969482422,98.16999816894531,97.70500183105469,97.9800033569336,97.9800033569336,6350894
97.75,99.19999694824219,97.5,99.05999755859375,99.05999755859375,8185736
99.05500030517578,99.91999816894531,98.91999816894531,99.63500213623047,99.63500213623047,5131072
99.63999938964844,99.98999786376953,99.5199966430664,99.9531021118164,99.9531021118164,6348344
99.95500183105469,99.95500183105469,99.66000366210938,99.94999694824219,99.94999694824219,3250037
99.94000244140625,100.04000091552734,99.13999938964844,99.2300033569336,99.2300033569336,4018542
99.23999786376953,99.33000183105469,98.5999984741211,99.21949768066406,99.21949768066406,4020164
99.22000122070312,100.0,99.19499969482422,99.79000091552734,99.79000091552734,5109337
98.0999984741211,99.61000061035156,98.08999633789062,98.88999938964844,98.88999938964844,8109571
98.87999725341797,99.5199966430664,98.33499908447266,99.23999786376953,99.23999786376953,3681711
99.23500061035156,99.4749984741211,98.83000183105469,98.83999633789062,98.83999633789062,2366352
98.8479995727539,98.8479995727539,97.92500305175781,98.5199966430664,98.5199966430664,3840347
98.5199966430664,98.70999908447266,97.73500061035156,97.79499816894531,97.79499816894531,2795132
97.79499816894531,98.05999755859375,97.4000015258789,97.88999938964844,97.88999938964844,3815710
97.881103515625,97.91999816894531,97.19999694824219,97.69000244140625,97.69000244140625,4464857
95.08999633789062,96.16200256347656,94.01000213623047,94.41000366210938,94.41000366210938,9284764
94.41999816894531,94.66000366210938,93.76000213623047,94.19499969482422,94.19499969482422,6337552
94.19999694824219,94.87000274658203,94.07499694824219,94.2249984741211,94.2249984741211,4550865
94.2300033569336,94.93599700927734,94.19999694824219,94.80000305175781,94.80000305175781,2905768
94.80000305175781,95.22000122070312,94.52999877929688,95.02999877929688,95.02999877929688,5094248
95.05000305175781,95.33999633789062,94.69999694824219,95.05999755859375,95.05999755859375,5346461
95.05999755859375,95.26000213623047,94.69000244140625,95.2300033569336,95.2300033569336,4872967
96.5,97.30000305175781,96.04000091552734,96.62000274658203,96.62000274658203,6739831
96.62000274658203,96.75,95.37999725341797,95.87000274658203,95.87000274658203,3335790
95.88030242919922,96.93499755859375,95.82499694824219,96.6688003540039,96.6688003540039,2689121
96.66999816894531,96.80999755859375,96.43000030517578,96.79000091552734,96.79000091552734,2251256
96.78849792480469,97.23999786376953,96.69000244140625,97.08999633789062,97.08999633789062,2905189
97.0999984741211,97.31999969482422,96.88999938964844,97.20999908447266,97.20999908447266,4673671
97.20999908447266,97.56999969482422,97.19499969482422,97.51000213623047,97.51000213623047,3930124
97.30999755859375,99.41999816894531,97.30999755859375,98.90499877929688,98.90499877929688,7584665
98.9000015258789,99.05000305175781,98.23999786376953,98.9000015258789,98.9000015258789,4433413
98.9000015258789,99.51000213623047,98.81999969482422,99.3499984741211,99.3499984741211,2925013
99.3550033569336,99.68000030517578,98.95500183105469,99.51000213623047,99.51000213623047,3338860
99.5,100.31999969482422,99.5,99.83999633789062,99.83999633789062,3901030
99.83999633789062,100.11499786376953,99.5791015625,99.9800033569336,99.9800033569336,3318237
99.97000122070312,100.1500015258789,99.2699966430664,99.37999725341797,99.37999725341797,4269603
